frame,id,x,y,z,visibility
0,0,0.5325327515602112,0.657788872718811,-0.575605034828186,0.999876081943512
0,1,0.5433758497238159,0.6152560710906982,-0.5266395807266235,0.9997414946556091
0,2,0.5519285202026367,0.6175602674484253,-0.5266748666763306,0.9998134970664978
0,3,0.5624668598175049,0.6200619339942932,-0.5269322991371155,0.9997529983520508
0,4,0.5075462460517883,0.6126148700714111,-0.543294370174408,0.9997837543487549
0,5,0.49233952164649963,0.6138909459114075,-0.5428993701934814,0.9998521208763123
0,6,0.4785892367362976,0.6158766150474548,-0.5432065725326538,0.9998220801353455
0,7,0.5749646425247192,0.6465980410575867,-0.24689316749572754,0.9997262954711914
0,8,0.4542979300022125,0.6476555466651917,-0.3072223663330078,0.9998788237571716
0,9,0.5511144399642944,0.7076236009597778,-0.470613956451416,0.9997997283935547
0,10,0.5050419569015503,0.7101956605911255,-0.48853516578674316,0.9998633861541748
0,11,0.6829397082328796,0.9190456867218018,-0.06852634251117706,0.9977861642837524
0,12,0.344438761472702,0.9254090189933777,-0.2672717571258545,0.9991648197174072
0,13,0.7534629106521606,1.198931336402893,-0.0336451530456543,0.06353674829006195
0,14,0.2773890793323517,1.2185641527175903,-0.24055099487304688,0.3508378267288208
0,15,0.7671312689781189,1.451125979423523,-0.2625218629837036,0.014706917107105255
0,16,0.2715606689453125,1.4689085483551025,-0.4836553931236267,0.059023819863796234
0,17,0.7924290895462036,1.5310494899749756,-0.32757431268692017,0.021179042756557465
0,18,0.24279943108558655,1.5486557483673096,-0.571480929851532,0.06721217185258865
0,19,0.761933445930481,1.5387598276138306,-0.3889588713645935,0.032434772700071335
0,20,0.27830928564071655,1.559139609336853,-0.6294856667518616,0.1021861657500267
0,21,0.7446861863136292,1.5066486597061157,-0.30521222949028015,0.03285028040409088
0,22,0.29487189650535583,1.5249172449111938,-0.5191269516944885,0.09667453914880753
0,23,0.6283818483352661,1.5042699575424194,0.005439608357846737,0.0013800525339320302
0,24,0.410839319229126,1.5110409259796143,-0.002008330076932907,0.0013976324116811156
0,25,0.6205630898475647,1.992905855178833,-0.11712602525949478,0.0018256474286317825
0,26,0.4148453176021576,1.9966405630111694,-0.08464314043521881,0.0008992220973595977
0,27,0.6354604363441467,2.4517664909362793,0.19147370755672455,0.00031031694379635155
0,28,0.43604129552841187,2.447258472442627,0.044222116470336914,4.323353641666472e-05
0,29,0.642339825630188,2.5249390602111816,0.19862358272075653,0.00033204248757101595
0,30,0.4345490038394928,2.52179217338562,0.039007704704999924,7.864529470680282e-05
0,31,0.6056591868400574,2.58920955657959,-0.23005668818950653,0.00040113533032126725
0,32,0.4670761525630951,2.575477361679077,-0.4152221083641052,0.00013430390390567482
1,0,0.532527506351471,0.6578828692436218,-0.5442095994949341,0.9998744130134583
1,1,0.5433694124221802,0.6154946684837341,-0.49553894996643066,0.999737024307251
1,2,0.5519276261329651,0.6178569197654724,-0.4955008029937744,0.999809205532074
1,3,0.5624715089797974,0.6204002499580383,-0.4957250952720642,0.9997491240501404
