frame,joint,x,y,z,visibility
0,0,0.5224229693412781,0.19583696126937866,-0.37794625759124756,0.9999624490737915
0,1,0.5281012058258057,0.18445420265197754,-0.36705970764160156,0.9999377727508545
0,2,0.5307291150093079,0.18504522740840912,-0.36732393503189087,0.9999266862869263
0,3,0.5341774225234985,0.1858966052532196,-0.3672780692577362,0.9999523162841797
0,4,0.5184273719787598,0.18377640843391418,-0.3673715591430664,0.9999549388885498
0,5,0.5154067873954773,0.1839938759803772,-0.36767300963401794,0.9999527931213379
0,6,0.5131123065948486,0.18429915606975555,-0.36786949634552,0.9999674558639526
0,7,0.5371466875076294,0.19451604783535004,-0.27543771266937256,0.9999290704727173
0,8,0.5085334777832031,0.191689133644104,-0.2760739326477051,0.9998393058776855
0,9,0.5288597345352173,0.2114012986421585,-0.3387938141822815,0.9998959302902222
0,10,0.5182777643203735,0.20955076813697815,-0.34067001938819885,0.9998898506164551
0,11,0.5633255243301392,0.29180020093917847,-0.17485332489013672,0.999967098236084
0,12,0.48047131299972534,0.295737087726593,-0.1701861470937729,0.9998672008514404
0,13,0.5699052214622498,0.39788246154785156,-0.06955563277006149,0.6666697859764099
0,14,0.4738006591796875,0.40306389331817627,-0.05271785706281662,0.2673938274383545
0,15,0.5620869398117065,0.4772050976753235,-0.04486823081970215,0.1821780502796173
0,16,0.48428019881248474,0.4881283640861511,0.010749051347374916,0.02433505654335022
0,17,0.5572680830955505,0.5019241571426392,-0.05009888485074043,0.1330738067626953
0,18,0.4879022538661957,0.5089672207832336,0.0064440579153597355,0.017649274319410324
0,19,0.5521934628486633,0.49895554780960083,-0.07435065507888794,0.14484122395515442
0,20,0.4916200041770935,0.5040879845619202,-0.01071093324571848,0.01855373941361904
0,21,0.5519788265228271,0.48819297552108765,-0.051969218999147415,0.1253352016210556
0,22,0.4914775788784027,0.49586087465286255,0.005617872811853886,0.017869889736175537
0,23,0.5434079766273499,0.48556190729141235,0.0017063685227185488,0.9999951124191284
0,24,0.49582868814468384,0.48569491505622864,-0.001746175461448729,0.9999932050704956
0,25,0.5539195537567139,0.6428903341293335,-0.0069300332106649876,0.9729205965995789
0,26,0.4812568724155426,0.6367944478988647,0.009606360457837582,0.9529167413711548
0,27,0.5629591941833496,0.791481614112854,0.12357692420482635,0.9826081395149231
0,28,0.47250738739967346,0.7874143123626709,0.1478348672389984,0.9863889813423157
0,29,0.5609593987464905,0.8088487982749939,0.1299881935119629,0.7307133674621582
0,30,0.47558480501174927,0.804496169090271,0.1568051427602768,0.7663282752037048
0,31,0.5666016340255737,0.8347131609916687,0.005852838978171349,0.978289008140564
0,32,0.4645783305168152,0.8316712379455566,0.04068561643362045,0.9769806861877441
1,0,0.5223935842514038,0.19538412988185883,-0.3396191895008087,0.9999583959579468
1,1,0.5280893445014954,0.18433788418769836,-0.32758989930152893,0.99992835521698
1,2,0.5307191014289856,0.18490219116210938,-0.3278433084487915,0.999915361404419
1,3,0.5340696573257446,0.1856721192598343,-0.3278293013572693,0.9999461770057678
1,4,0.518279492855072,0.1836317628622055,-0.32712775468826294,0.9999465942382812
1,5,0.5153183937072754,0.183901846408844,-0.32740041613578796,0.9999433755874634
1,6,0.5130094289779663,0.18408560752868652,-0.32757049798965454,0.9999611377716064
1,7,0.537138819694519,0.19424082338809967,-0.23486392199993134,0.9999194145202637
1,8,0.5084260702133179,0.19149518013000488,-0.2316102683544159,0.9997954368591309
