frame,joint,x,y,z,visibility
0,0,0.5427887439727783,0.3466581106185913,-0.22792907059192657,0.9994472861289978
0,1,0.5467495322227478,0.33473271131515503,-0.2233705371618271,0.9992690682411194
0,2,0.5497105121612549,0.3343881368637085,-0.22355718910694122,0.9991554021835327
0,3,0.552785336971283,0.33409038186073303,-0.22352583706378937,0.9994449019432068
0,4,0.5428217053413391,0.33567702770233154,-0.21532584726810455,0.9992163181304932
0,5,0.5421101450920105,0.3358854651451111,-0.21551097929477692,0.9992451667785645
0,6,0.5413700938224792,0.3359735608100891,-0.2156304270029068,0.9993626475334167
0,7,0.5631168484687805,0.33757323026657104,-0.16776977479457855,0.9996156692504883
0,8,0.5466733574867249,0.33935171365737915,-0.13090932369232178,0.997891366481781
0,9,0.5499322414398193,0.3583245873451233,-0.2045629322528839,0.9998036026954651
0,10,0.5438160300254822,0.359028160572052,-0.19488076865673065,0.9996254444122314
0,11,0.5889114141464233,0.40456622838974,-0.11267377436161041,0.9999681711196899
0,12,0.5321877598762512,0.40329980850219727,-0.0736207440495491,0.9998446702957153
0,13,0.5966755151748657,0.4863054156303406,-0.17334109544754028,0.9399438500404358
0,14,0.5216083526611328,0.48219117522239685,-0.13777998089790344,0.6523460745811462
0,15,0.5822180509567261,0.4708308279514313,-0.3151731491088867,0.973186731338501
0,16,0.5324298143386841,0.45706966519355774,-0.3090434968471527,0.739233136177063
0,17,0.5736328959465027,0.4687888026237488,-0.3527844250202179,0.9731961488723755
0,18,0.5364553332328796,0.4516341984272003,-0.35180985927581787,0.7634545564651489
0,19,0.5750458836555481,0.4530254304409027,-0.3610095679759979,0.9739866256713867
0,20,0.5355687737464905,0.43332985043525696,-0.3560163676738739,0.7636522054672241
0,21,0.5765136480331421,0.45482560992240906,-0.3211081326007843,0.9292330741882324
0,22,0.5352395176887512,0.4403083026409149,-0.3163066506385803,0.6105096340179443
0,23,0.5711410045623779,0.5417298078536987,-0.005588218569755554,0.9999723434448242
0,24,0.5383002161979675,0.5361296534538269,0.005550926085561514,0.9999678134918213
0,25,0.5733075737953186,0.6460774540901184,-0.007337658200412989,0.8504431843757629
0,26,0.5245638489723206,0.6409503817558289,-0.013763492926955223,0.9354389905929565
0,27,0.5755704641342163,0.7373508214950562,0.11670969426631927,0.9550405144691467
0,28,0.5097237825393677,0.7455354928970337,0.08767716586589813,0.9798607230186462
0,29,0.5722193121910095,0.7495314478874207,0.12334362417459488,0.7022009491920471
0,30,0.5112502574920654,0.7607714533805847,0.09358027577400208,0.8340985178947449
0,31,0.5783135294914246,0.7679861783981323,0.027377882972359657,0.9548014998435974
0,32,0.5030439496040344,0.7786649465560913,-0.0006290343008004129,0.9741047024726868
1,0,0.5430302023887634,0.3467055857181549,-0.24606004357337952,0.9994356632232666
1,1,0.5474825501441956,0.33476078510284424,-0.24160031974315643,0.9992479085922241
1,2,0.5503889918327332,0.33440908789634705,-0.24180178344249725,0.9991503953933716
1,3,0.5535091161727905,0.33410900831222534,-0.241775244474411,0.9994285702705383
1,4,0.54315185546875,0.3356780707836151,-0.23412074148654938,0.9991974234580994
1,5,0.5424060821533203,0.3358783721923828,-0.23429077863693237,0.9992440342903137
1,6,0.541631281375885,0.33594122529029846,-0.23440878093242645,0.9993448257446289
1,7,0.5635557174682617,0.33783262968063354,-0.18310052156448364,0.9996159672737122
1,8,0.5467293858528137,0.3392792344093323,-0.14814041554927826,0.997887909412384
1,9,0.5502029657363892,0.35871124267578125,-0.22111676633358002,0.9997937083244324
1,10,0.5439547300338745,0.3590244948863983,-0.21194355189800262,0.9996103644371033
1,11,0.5888522863388062,0.40477415919303894,-0.12248122692108154,0.9999685287475586
1,12,0.5319981575012207,0.4036465883255005,-0.087911456823349,0.9998390674591064
1,13,0.5965239405632019,0.486648827791214,-0.18781858682632446,0.9383591413497925
1,14,0.5218037962913513,0.482087641954422,-0.1673138290643692,0.652449369430542
1,15,0.5820000767707825,0.47063297033309937,-0.33458659052848816,0.9742615222930908
1,16,0.5330145955085754,0.4404813051223755,-0.34359773993492126,0.7576606273651123
1,17,0.5736684203147888,0.46856826543807983,-0.3710145652294159,0.974589467048645
1,18,0.5368934869766235,0.41740813851356506,-0.38653039932250977,0.7808931469917297
1,19,0.5751950740814209,0.45321476459503174,-0.37817856669425964,0.9753708839416504
1,20,0.5366671681404114,0.4080982804298401,-0.38679105043411255,0.7807803750038147
1,21,0.5765140056610107,0.45491650700569153,-0.34000980854034424,0.9327819347381592
1,22,0.5373833179473877,0.4124816954135895,-0.3494734466075897,0.6368885040283203
1,23,0.5715305209159851,0.5415709614753723,-0.005556522402912378,0.9999661445617676
1,24,0.5387628674507141,0.5359512567520142,0.005513719283044338,0.999961256980896
1,25,0.5748618841171265,0.6457844972610474,-0.009106030687689781,0.8401122093200684
1,26,0.5253623127937317,0.6398105025291443,-0.0043930308893322945,0.9292553067207336
1,27,0.5756780505180359,0.7373489737510681,0.11743203550577164,0.9543448090553284
1,28,0.5097509026527405,0.7455667853355408,0.0873381644487381,0.9802874326705933
1,29,0.5724424719810486,0.7471805214881897,0.12427467852830887,0.7020915746688843
1,30,0.5112393498420715,0.7606586813926697,0.09210465848445892,0.8366292119026184
1,31,0.5764572620391846,0.7688030004501343,0.027240058407187462,0.9549596905708313
1,32,0.5031741261482239,0.7790168523788452,-0.00812066812068224,0.97459876537323
2,0,0.543169379234314,0.34660032391548157,-0.2526090145111084,0.9994329214096069
2,1,0.5480000972747803,0.3345375955104828,-0.24778839945793152,0.9992438554763794
2,2,0.550929605960846,0.3341989517211914,-0.24799349904060364,0.9991557598114014
2,3,0.5541484355926514,0.33391261100769043,-0.24796847999095917,0.9994251132011414
2,4,0.5433281064033508,0.33540070056915283,-0.2405129224061966,0.9991934895515442
2,5,0.5425280928611755,0.3355647921562195,-0.24068357050418854,0.9992482662200928
2,6,0.5417073965072632,0.3355936110019684,-0.2408035844564438,0.9993377327919006
2,7,0.5641223192214966,0.33786097168922424,-0.1875440627336502,0.9996184706687927
2,8,0.546707272529602,0.3390727639198303,-0.1535167545080185,0.9978781342506409
2,9,0.5505787134170532,0.35871031880378723,-0.2270115166902542,0.999785840511322
2,10,0.5440041422843933,0.3588118851184845,-0.21812553703784943,0.9995965957641602
2,11,0.5888431072235107,0.40527090430259705,-0.1262647956609726,0.9999685883522034
2,12,0.5317939519882202,0.40405330061912537,-0.09289673715829849,0.9998302459716797
2,13,0.5964996814727783,0.48687875270843506,-0.1922709345817566,0.9370032548904419
2,14,0.5219724774360657,0.4820873737335205,-0.17104892432689667,0.6500456929206848
2,15,0.5817165374755859,0.4704408049583435,-0.3414095342159271,0.974690318107605
2,16,0.5334886312484741,0.44159311056137085,-0.3470633924007416,0.7681593298912048
2,17,0.5738239288330078,0.46823808550834656,-0.3788483440876007,0.9752510190010071
2,18,0.5373347401618958,0.4247906506061554,-0.3905831575393677,0.7910412549972534
2,19,0.5752319097518921,0.4533595144748688,-0.38633719086647034,0.976041316986084
2,20,0.5370751023292542,0.4094529151916504,-0.39189770817756653,0.7905871272087097
2,21,0.5764378905296326,0.4550832211971283,-0.3471085727214813,0.934424638748169
2,22,0.5393574237823486,0.41742831468582153,-0.35337352752685547,0.6508468389511108
2,23,0.5717878937721252,0.5415781140327454,-0.005445251241326332,0.9999626874923706
2,24,0.5389853119850159,0.5361607670783997,0.005396688356995583,0.9999572038650513
2,25,0.5753138661384583,0.645649254322052,-0.006663277745246887,0.8323776721954346
2,26,0.5257102847099304,0.6397040486335754,0.004234751220792532,0.9231117963790894
2,27,0.5756827592849731,0.7373353242874146,0.12126253545284271,0.9534791111946106
2,28,0.509812593460083,0.7456141710281372,0.09537149220705032,0.9804134368896484
2,29,0.5724776983261108,0.7467100620269775,0.12801295518875122,0.7010394930839539
2,30,0.5112757086753845,0.7605685591697693,0.09961783140897751,0.8378958106040955
2,31,0.5758442282676697,0.7691786885261536,0.029070023447275162,0.9546628594398499
2,32,0.5031819939613342,0.7791995406150818,-0.0019970773719251156,0.9746622443199158
3,0,0.5431729555130005,0.3462983965873718,-0.2297506034374237,0.9993916153907776
3,1,0.54807448387146,0.3343111276626587,-0.2240171730518341,0.9991838335990906
3,2,0.550947904586792,0.3340206444263458,-0.22421713173389435,0.9991018772125244
3,3,0.5541167855262756,0.33374929428100586,-0.22418825328350067,0.99937903881073
3,4,0.5433682799339294,0.33500826358795166,-0.21670930087566376,0.9991295337677002
3,5,0.5425557494163513,0.33511483669281006,-0.21687981486320496,0.9992012977600098
3,6,0.541723370552063,0.335114061832428,-0.21700291335582733,0.9992855191230774
3,7,0.5641368627548218,0.3378680348396301,-0.16352452337741852,0.9995980262756348
3,8,0.5466963648796082,0.33887600898742676,-0.1292347013950348,0.9977571964263916
3,9,0.550575315952301,0.35830435156822205,-0.20429609715938568,0.9997667074203491
3,10,0.5440003871917725,0.35833975672721863,-0.19538362324237823,0.9995630383491516
3,11,0.5887330770492554,0.40530943870544434,-0.10489903390407562,0.9999671578407288
3,12,0.5317932367324829,0.40394729375839233,-0.07303965091705322,0.999815821647644
3,13,0.5963069796562195,0.48710379004478455,-0.1704978048801422,0.9347155094146729
3,14,0.5220707654953003,0.4814949333667755,-0.15707573294639587,0.6489001512527466
3,15,0.5811960697174072,0.46996989846229553,-0.3216885030269623,0.9750376343727112
3,16,0.532669186592102,0.4402446746826172,-0.3436940610408783,0.780135452747345
3,17,0.5738266110420227,0.46789222955703735,-0.358747273683548,0.9759090542793274
3,18,0.5359437465667725,0.42096805572509766,-0.38931164145469666,0.8024654984474182
3,19,0.5751822590827942,0.4534991681575775,-0.366085022687912,0.9767041206359863
3,20,0.5371531844139099,0.40318381786346436,-0.3816104829311371,0.8017527461051941
3,21,0.5761488676071167,0.45517203211784363,-0.32744282484054565,0.9362552762031555
3,22,0.5389701128005981,0.4127730429172516,-0.34673166275024414,0.6677917838096619
3,23,0.5718631148338318,0.5430724620819092,-0.005073149222880602,0.999961256980896
3,24,0.5390385389328003,0.5376180410385132,0.0050188698805868626,0.9999558925628662
3,25,0.5758149027824402,0.6464500427246094,0.002369432710111141,0.8337233662605286
3,26,0.5257356762886047,0.6404924392700195,0.008150935173034668,0.9234363436698914
3,27,0.5756820440292358,0.7374284863471985,0.1365368664264679,0.9546998739242554
3,28,0.5098552107810974,0.7460190057754517,0.09952250868082047,0.9812334775924683
3,29,0.572516143321991,0.7464538216590881,0.1441221386194229,0.7064858675003052
3,30,0.5113465189933777,0.7607393860816956,0.10398227721452713,0.8426100015640259
3,31,0.5756219625473022,0.7694642543792725,0.04721640422940254,0.9558174014091492
3,32,0.5031964778900146,0.7792950868606567,0.004051418509334326,0.9755111932754517
4,0,0.5430569052696228,0.3461460769176483,-0.22351600229740143,0.9993451237678528
4,1,0.5479977130889893,0.3341876268386841,-0.21830032765865326,0.9991171360015869
4,2,0.5507404804229736,0.33392056822776794,-0.21849560737609863,0.9990426301956177
4,3,0.5536782145500183,0.3336571156978607,-0.21846310794353485,0.9993286728858948
4,4,0.5432718396186829,0.33475780487060547,-0.21062202751636505,0.9990595579147339
4,5,0.5424603223800659,0.3348151743412018,-0.21079690754413605,0.9991516470909119
4,6,0.5416449308395386,0.3347891569137573,-0.21092049777507782,0.9992304444313049
4,7,0.5639512538909912,0.3378467559814453,-0.1596744954586029,0.9995774626731873
4,8,0.5466881990432739,0.33866503834724426,-0.12393351644277573,0.9976498484611511
4,9,0.5501291155815125,0.3579246401786804,-0.1987493336200714,0.9997460842132568
4,10,0.5438594222068787,0.3579033315181732,-0.18938858807086945,0.9995276927947998
4,11,0.5885215997695923,0.40524834394454956,-0.10180458426475525,0.9999662041664124
4,12,0.5317867398262024,0.4033789336681366,-0.06905277818441391,0.9998041987419128
4,13,0.5959252715110779,0.4871411919593811,-0.16751211881637573,0.9323629140853882
4,14,0.5220696926116943,0.47957170009613037,-0.15651558339595795,0.647944450378418
4,15,0.5803179144859314,0.4690585732460022,-0.31508368253707886,0.9750857949256897
4,16,0.5342333912849426,0.4295809864997864,-0.336946576833725,0.7896665334701538
4,17,0.5733014345169067,0.4671037793159485,-0.3512759804725647,0.9763268232345581
4,18,0.537847101688385,0.41235217452049255,-0.3815203011035919,0.8114851117134094
4,19,0.5746089816093445,0.45329225063323975,-0.35789287090301514,0.9771183729171753
4,20,0.538749098777771,0.39756345748901367,-0.3750358819961548,0.8102350831031799
4,21,0.5752878785133362,0.4547240436077118,-0.3203555941581726,0.9374116063117981
4,22,0.5401996970176697,0.40683093667030334,-0.3455394208431244,0.680747926235199
4,23,0.571909487247467,0.5440376400947571,-0.004755884874612093,0.99996018409729
4,24,0.5390752553939819,0.5379877686500549,0.004697538446635008,0.9999551773071289
4,25,0.5764344930648804,0.6472115516662598,0.0038541704416275024,0.8335087299346924
4,26,0.5258927345275879,0.6405745148658752,0.004405101295560598,0.9240710735321045
